City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,lincoln,40.8,-96.667,5.16,62,1,0.89,US,1728997595
295,tsiombe,-25.3,45.4833,28.44,38,0,9.83,MG,1728997639
296,farah,32.5,62.5,28.1,8,0,2.15,AF,1728997803
297,alotau,-10.3069,150.4462,24.66,95,85,1.39,PG,1728997804
298,tokmok,42.8417,75.3016,9.07,90,100,1.94,KG,1728997805
299,tobol'sk,58.2,68.2667,3.76,59,11,2.43,RU,1728997807
300,sittwe,20.15,92.9,28.39,72,7,3.81,MM,1728997808
301,laon,49.5667,3.6667,18.03,78,100,5.83,FR,1728997809
302,port douglas,-16.4833,145.4667,24.34,85,76,5.96,AU,1728997810
303,mana,5.6592,-53.7767,29.79,63,67,3.4,GF,1728997811
304,isfahan,32.6572,51.6776,26.8,13,1,2.21,IR,1728997812
305,isla mujeres,21.2311,-86.731,24.03,79,88,1.14,MX,1728997813
306,dryden,49.7833,-92.7503,-2.71,94,6,0.73,CA,1728997814
307,gisborne,-38.6533,178.0042,9.72,79,68,6.69,NZ,1728997816
308,dudinka,69.4058,86.1778,-18.76,95,7,4.57,RU,1728997817
309,kavieng,-2.5744,150.7967,27.78,81,100,11.24,PG,1728997818
310,kingaroy,-26.5333,151.8333,14.78,95,100,1.38,AU,1728997819
311,skovorodino,53.9833,123.9167,-2.27,44,98,0.97,RU,1728997820
312,sandnessjoen,66.0217,12.6316,6.06,75,75,7.2,NO,1728997821
313,kayangel,8.0823,134.7173,28.61,70,100,1.23,PW,1728997822
314,beyneu,45.3167,55.2,9.84,25,0,1.98,KZ,1728997823
315,midland,31.9974,-102.0779,15.35,54,0,1.54,US,1728997610
316,santa elena de uairen,4.6167,-61.1333,26.8,51,12,0.75,VE,1728997826
317,san patricio,28.017,-97.5169,16.97,72,0,2.6,US,1728997827
318,hirara,24.8,125.2833,27.9,81,15,6.66,JP,1728997828
319,loango,-4.6719,11.8312,26.33,78,98,4.9,CG,1728997829
320,eureka,40.8021,-124.1637,12.01,99,100,1.13,US,1728997537
321,bargaal,11.2864,51.0773,29.37,58,80,2.25,SO,1728997831
322,nova olimpia,-14.7972,-57.2881,32.81,46,94,1.75,BR,1728997832
323,shingu,33.7333,135.9833,21.97,91,93,0.87,JP,1728997833
324,gilgit,35.9221,74.3087,19.77,29,9,1.23,PK,1728997834
325,alofi,-19.0595,-169.9187,21.94,94,40,1.03,NU,1728997705
326,hell-ville,-13.4,48.2667,26.61,74,11,8.25,MG,1728997837
327,amga,60.8953,131.9608,-11.05,96,100,1.37,RU,1728997838
328,scottburgh,-30.2867,30.7532,19.03,56,19,7.16,ZA,1728997839
329,glogow malopolski,50.1512,21.9629,11.99,71,75,3.6,PL,1728997840
330,tomohon,1.3346,124.8392,20.52,92,49,1.14,ID,1728997841
331,irymple,-34.25,142.1667,16.72,70,100,3.87,AU,1728997843
332,porto novo,6.4965,2.6036,30.9,66,99,1.9,BJ,1728997573
333,berezovyy,51.6667,135.7,1.28,67,44,2.84,RU,1728997845
334,kodiak,57.79,-152.4072,6.73,76,40,3.6,US,1728997846
335,banca,46.3,27.8,15.8,46,88,2.78,RO,1728997847
336,neiafu,-18.65,-173.9833,25.38,83,75,5.14,TO,1728997848
337,dunedin,-45.8742,170.5036,7.11,73,0,1.79,NZ,1728997712
338,ghat,24.9647,10.1728,37.13,11,3,2.17,LY,1728997850
339,santana do livramento,-30.8908,-55.5328,19.5,99,100,2.39,BR,1728997578
340,rawson,-43.3002,-65.1023,17.16,45,0,1.54,AR,1728997853
341,kolonia town,6.964,158.206,27.0,89,100,2.06,FM,1728997854
342,sindirgi,39.2413,28.1784,25.77,27,27,5.47,TR,1728997855
343,ciudad del carmen,18.6333,-91.8333,24.02,94,40,0.0,MX,1728997856
344,vallenar,-28.5708,-70.7581,25.45,23,0,1.83,CL,1728997857
345,tauranga,-37.6861,176.1667,13.25,72,100,1.78,NZ,1728997858
346,san antonio de pale,-1.4014,5.6325,26.2,74,31,4.45,GQ,1728997859
347,la paz,-16.5,-68.15,11.99,67,20,1.03,BO,1728997687
348,sosnovo-ozerskoye,52.5249,111.5418,-4.16,62,22,3.79,RU,1728997862
349,olean,42.0776,-78.4297,3.7,100,100,0.0,US,1728997863
350,faya-largeau,17.9257,19.1043,38.51,8,6,5.75,TD,1728997864
351,aulnoye-aymeries,50.2014,3.8384,18.53,84,100,3.99,FR,1728997865
352,hassi messaoud,31.6804,6.0729,35.37,22,11,5.43,DZ,1728997866
353,bridgewater,44.3835,-64.5155,11.46,76,7,6.26,CA,1728997867
354,saynshand,44.8824,110.1163,7.03,42,6,4.52,MN,1728997869
355,dongning,44.0622,131.1207,5.27,58,1,6.18,CN,1728997870
356,nago,26.5881,127.9761,25.99,88,22,1.69,JP,1728997871
357,novo aripuana,-5.1206,-60.3797,35.43,36,93,1.42,BR,1728997872
358,nyurba,63.2842,118.3319,-4.73,94,93,3.28,RU,1728997873
359,impfondo,1.6381,18.0667,24.82,93,100,1.3,CG,1728997874
360,sangmelima,2.9333,11.9833,25.14,78,100,1.78,CM,1728997875
361,aykhal,66.0,111.5,-13.62,95,100,4.41,RU,1728997876
362,cabedelo,-6.9811,-34.8339,30.37,65,64,5.56,BR,1728997877
363,vadso,70.0744,29.7487,5.09,75,0,4.63,NO,1728997879
364,jolo,6.05,121.0167,26.11,87,42,0.38,PH,1728997880
365,mukalla,14.5425,49.1242,30.52,60,14,2.54,YE,1728997881
366,chegdomyn,51.1167,133.0167,-2.84,65,40,1.38,RU,1728997882
367,borogontsy,62.6683,131.1683,-10.14,97,100,1.25,RU,1728997883
368,belmonte,-15.8631,-38.8828,25.08,75,100,5.38,BR,1728997884
369,barah,13.7,30.3667,37.77,18,100,1.48,SD,1728997885
370,marsh harbour,26.5412,-77.0636,26.77,51,88,3.26,BS,1728997886
371,presidente franco,-25.5333,-54.6167,26.21,61,0,4.12,PY,1728997887
372,brisas de zicatela,15.8369,-97.0419,23.29,88,20,3.6,MX,1728997889
373,hami,42.8,93.45,18.63,25,7,1.32,CN,1728997774
374,new plymouth,-39.0667,174.0833,9.34,100,98,5.27,NZ,1728997765
375,curaca,-8.9903,-39.9094,30.68,40,23,5.95,BR,1728997892
376,khandyga,62.6667,135.6,-12.17,97,100,0.39,RU,1728997893
377,chapaev,50.2,51.1667,9.65,21,91,3.39,KZ,1728997894
378,palanga,55.9175,21.0686,10.01,81,75,2.57,LT,1728997895
379,rio grande,-32.035,-52.0986,18.8,94,100,6.5,BR,1728997896
380,juegang,32.3174,121.1855,19.81,89,100,3.09,CN,1728997897
381,sol'-iletsk,51.1631,54.9918,7.47,27,0,1.98,RU,1728997898
382,baijiantan,45.6333,85.1833,13.76,46,100,1.47,CN,1728997899
383,laminusa,5.5549,120.9136,28.99,72,16,1.1,PH,1728997901
384,nemuro,43.3236,145.575,16.55,87,84,10.86,JP,1728997902
385,kavaratti,10.5669,72.642,27.1,84,100,3.52,IN,1728997903
386,zabol,32.25,67.25,20.96,14,0,4.77,AF,1728997904
387,noosa heads,-26.3833,153.15,20.06,80,33,1.99,AU,1728997905
388,uyuni,-20.4597,-66.825,12.26,34,2,2.42,BO,1728997840
389,kapa'a,22.0752,-159.319,26.18,89,0,6.69,US,1728997875
390,quellon,-43.1167,-73.6167,9.18,84,69,2.05,CL,1728997908
391,olyokminsk,60.3736,120.4264,-2.88,87,97,3.0,RU,1728997909
392,magadan,59.5667,150.8,4.16,94,100,8.14,RU,1728997910
393,siwa oasis,29.2041,25.5195,29.28,33,0,2.58,EG,1728997912
394,luohe,33.5717,114.0353,23.3,50,99,2.99,CN,1728997913
395,jasper,37.2001,-94.3502,7.03,72,0,2.57,US,1728997778
396,rio de janeiro,-22.9028,-43.2075,26.0,73,40,4.12,BR,1728997645
397,howrah,22.5892,88.3103,31.0,62,40,0.0,IN,1728997916
398,boa vista,2.8197,-60.6733,29.99,62,0,4.63,BR,1728997917
399,sunne,59.8376,13.143,8.49,58,12,2.48,SE,1728997918
400,east wenatchee bench,47.4257,-120.2812,14.62,73,0,1.54,US,1728997919
401,nema,57.5067,50.5011,6.97,32,8,4.59,RU,1728997920
402,puerto baquerizo moreno,-0.9,-89.6,20.64,87,71,4.03,EC,1728997921
403,taoudenni,22.6783,-3.9836,40.57,10,36,3.66,ML,1728997922
404,sao joao da barra,-21.6403,-41.0511,26.05,67,72,5.11,BR,1728997923
405,kingscliff,-28.2667,153.5667,17.89,82,82,3.09,AU,1728997925
406,dapa,9.7594,126.0531,27.88,74,57,1.54,PH,1728997926
407,malvan,16.0667,73.4667,27.2,81,100,1.42,IN,1728997927
408,zhosaly,45.4878,64.0781,5.15,57,67,4.48,KZ,1728997928
409,fale old settlement,-9.3852,-171.2468,27.98,76,74,3.63,TK,1728997929
410,mangrol,21.1167,70.1167,28.86,79,100,4.73,IN,1728997930
411,guanica,17.9716,-66.908,31.59,65,100,6.2,PR,1728997931
412,hadibu,12.65,54.0333,28.36,66,23,1.09,YE,1728997932
413,shalqar,47.8333,59.6,7.41,45,9,3.86,KZ,1728997933
414,ataq,14.5377,46.8319,33.1,12,100,8.11,YE,1728997934
415,langsa,4.4683,97.9683,24.2,95,100,0.96,ID,1728997936
416,edd,13.9297,41.6925,32.52,62,8,5.52,ER,1728997937
417,ingeniero jacobacci,-41.3427,-69.5448,11.7,38,100,1.91,AR,1728997938
418,pacific grove,36.6177,-121.9166,13.82,96,100,2.57,US,1728997939
419,zheleznogorsk-ilimskiy,56.5768,104.1217,-3.31,95,100,4.37,RU,1728997941
420,lobujya,27.95,86.8167,-7.7,64,18,4.04,NP,1728997942
421,umba,66.6871,34.3429,3.98,97,100,3.62,RU,1728997943
422,carbonear,47.7332,-53.2148,12.86,97,100,8.21,CA,1728997944
423,ode,7.7899,5.7117,27.23,70,92,1.05,NG,1728997945
424,yacimiento rio turbio,-51.5732,-72.3508,6.66,76,75,7.2,AR,1728997946
425,ambodifotatra,-16.9833,49.85,24.61,79,0,7.98,MG,1728997948
426,bodo,67.28,14.405,6.02,85,75,5.66,NO,1728997949
427,cidreira,-30.1811,-50.2056,20.51,79,100,7.46,BR,1728997875
428,bardai,11.65,7.2333,31.89,40,41,3.07,NG,1728997951
429,guane,22.2025,-84.0875,25.84,83,92,1.03,CU,1728997952
430,ortaca,36.8294,28.7708,26.89,54,40,3.09,TR,1728997953
431,tommot,58.9564,126.2925,-3.3,71,99,3.89,RU,1728997954
432,san julian,21.0167,-102.1667,11.38,63,11,1.26,MX,1728997956
433,semirom,31.4167,51.5667,17.04,16,0,3.85,IR,1728997957
434,maceio,-9.6658,-35.7353,28.69,65,75,2.06,BR,1728997914
435,general conesa,-40.1,-64.4333,20.59,42,0,2.97,AR,1728997959
436,anna regina,7.2644,-58.5077,29.96,64,61,2.83,GY,1728997960
437,fada,7.25,4.0667,30.78,61,45,0.92,NG,1728997961
438,pisco,-13.7,-76.2167,18.34,88,100,2.06,PE,1728997962
439,chardara,41.2547,67.9692,14.42,30,100,1.94,KZ,1728997964
440,mitu,1.1983,-70.1733,24.84,85,97,0.91,CO,1728997965
441,bodaybo,57.8506,114.1933,-2.55,85,100,3.93,RU,1728997966
442,clinton,42.587,-82.9199,6.22,85,75,3.6,US,1728997815
443,trairi,-3.2778,-39.2689,29.98,54,74,6.82,BR,1728997803
444,weno,7.4515,151.8468,29.34,72,100,5.66,FM,1728997969
445,airway heights,47.6446,-117.5933,8.9,76,0,0.0,US,1728997816
446,palikir - national government center,6.9248,158.1611,26.41,89,100,2.06,FM,1728997971
447,al hazm,16.1641,44.7769,33.59,11,37,5.31,YE,1728997973
448,datia,25.6667,78.4667,28.46,32,6,1.37,IN,1728997974
449,bambanglipuro,-7.95,110.2833,25.22,82,100,1.85,ID,1728997975
450,vanimo,-2.6741,141.3028,26.75,86,100,1.19,PG,1728997976
451,porbandar,21.6422,69.6093,29.07,75,100,4.93,IN,1728997977
452,wagar,16.1525,36.2032,39.42,15,50,3.65,SD,1728997978
453,bau,7.4053,124.6497,23.73,92,100,1.47,PH,1728997979
454,canton,23.1167,113.25,29.98,55,14,4.03,CN,1728997922
455,boyolangu,-8.1181,111.8935,23.89,90,100,0.42,ID,1728997981
456,yanggu,36.1106,115.7753,19.54,64,0,5.77,CN,1728997982
457,kuching,1.55,110.3333,26.72,93,20,2.06,MY,1728997895
458,geraldton,-28.7667,114.6,15.23,77,0,0.51,AU,1728997984
459,wanning,18.8003,110.3967,25.72,89,100,2.31,CN,1728997986
460,villa maria,-32.4075,-63.2402,16.57,90,47,3.41,AR,1728997987
461,kayyerkan,69.3786,87.7439,-14.99,98,66,7.99,RU,1728997988
462,kutum,14.2,24.6667,31.95,17,0,3.96,SD,1728997989
463,molde,62.7375,7.1591,7.91,87,75,3.6,NO,1728997990
464,zaozersk,69.4005,32.4476,3.67,97,100,5.6,RU,1728997991
465,mizque,-17.941,-65.3402,23.14,46,100,1.08,BO,1728997916
466,nishinoomote,30.7333,131.0,26.12,84,100,8.1,JP,1728997993
467,barakani,-12.1356,44.4317,26.61,73,34,3.68,KM,1728997994
468,shimoda,34.6667,138.95,22.02,73,100,0.8,JP,1728997996
469,manitowoc,44.0667,-87.8001,4.1,86,0,7.2,US,1728997997
470,bakaly,55.1789,53.8028,7.43,35,0,2.45,RU,1728997998
471,tomatlan,19.9333,-105.25,21.62,93,8,1.74,MX,1728997999
472,oamaru,-45.0784,170.9801,4.65,82,68,1.2,NZ,1728998000
473,morehead,37.2711,-87.1764,9.86,90,100,0.0,US,1728998001
474,dakhla,23.6848,-15.958,21.0,82,0,4.16,EH,1728998002
475,fedorovskiy,45.0972,40.9517,16.89,61,100,4.81,RU,1728997992
476,at taj,24.2049,23.2857,33.76,22,0,3.69,LY,1728998004
477,dadukou,26.5479,101.7054,18.01,90,29,0.66,CN,1728998005
478,dori,14.0354,-0.0345,36.88,24,23,2.34,BF,1728998006
479,vila velha,-20.3297,-40.2925,24.97,73,75,3.09,BR,1728998008
480,malango,-2.9627,119.9001,20.24,100,100,0.61,ID,1728998009
481,rabo de peixe,37.8,-25.5833,21.73,64,40,6.69,PT,1728998010
482,masumbwe,-3.6333,32.1833,33.71,21,79,0.71,TZ,1728997757
483,sao jose da coroa grande,-8.8978,-35.1478,27.63,62,64,4.4,BR,1728998012
484,shache,38.4167,77.2406,19.57,21,0,1.72,CN,1728998013
485,nagqu,31.5,92.0,1.87,22,100,3.3,CN,1728998014
486,pobugskoye,48.1658,30.5927,14.88,41,83,4.39,UA,1728998015
487,ola,59.5833,151.2833,4.75,90,100,6.28,RU,1728998017
488,laguna,38.421,-121.4238,15.59,87,0,1.54,US,1728998018
489,teguise,29.0605,-13.564,22.12,78,20,5.14,ES,1728998019
490,chernyshevskiy,63.0128,112.4714,-4.78,88,98,4.19,RU,1728998020
491,tazovsky,67.4667,78.7,-7.55,79,100,5.75,RU,1728998021
492,al ghayzah,16.2079,52.176,29.14,65,59,7.15,YE,1728998022
493,reggane,26.7158,0.1714,37.81,15,100,1.63,DZ,1728998023
494,buka,40.8108,69.1986,10.26,93,100,1.5,UZ,1728998024
495,senj,44.9894,14.9058,21.99,69,51,1.32,HR,1728998025
496,vyaz'ma,55.2104,34.2951,7.41,89,100,3.19,RU,1728998027
497,santa ana,33.7456,-117.8678,18.03,84,100,1.54,US,1728998028
498,guerrero negro,27.9769,-114.0611,18.35,78,97,5.77,MX,1728998029
499,wakkanai,45.4094,141.6739,15.87,95,100,11.17,JP,1728998030
500,kampong speu,11.5,104.3333,25.06,92,100,2.41,KH,1728998031
501,yorkton,51.2167,-102.4677,-0.09,86,75,6.69,CA,1728998032
502,saint-francois,46.4154,3.9054,22.69,75,0,2.57,FR,1728998033
503,posto fiscal rolim de moura,-13.0833,-62.2667,32.4,46,76,1.48,BR,1728998034
504,westport,41.1415,-73.3579,9.04,77,0,3.6,US,1728997831
505,pieksamaki,62.3,27.1333,6.37,84,100,3.99,FI,1728998036
506,gingelom,50.75,5.1333,17.47,77,100,4.27,BE,1728998037
507,katabu,-4.9333,122.5167,24.54,90,100,1.61,ID,1728998039
508,cape coast,5.1053,-1.2466,28.0,72,48,4.76,GH,1728997914
509,ashburton,-37.8626,145.0794,17.14,67,100,1.0,AU,1728998041
510,santana,-0.0583,-51.1817,32.1,62,75,4.12,BR,1728998042
511,bayanaul,50.7889,75.6956,-3.76,85,99,1.99,KZ,1728998043
512,pedernales,18.0384,-71.744,29.08,56,5,1.7,DO,1728998044
513,alaghsas,17.0187,8.0168,38.94,8,0,5.14,NE,1728998045
514,vorgashor,67.5833,63.95,-2.02,92,100,4.28,RU,1728998046
515,hino,35.6731,139.4003,21.01,75,40,0.0,JP,1728998047
516,bayanhongor,46.7167,100.1167,0.66,74,88,2.39,MN,1728998048
517,tazacorte,28.629,-17.9293,24.54,98,40,2.24,ES,1728998049
518,salinopolis,-0.6136,-47.3561,29.15,67,22,5.49,BR,1728998051
519,bubaque,11.2833,-15.8333,26.53,75,100,0.58,GW,1728998052
520,daru,-9.0763,143.2092,26.3,82,99,4.69,PG,1728998053
521,coxen hole,16.3244,-86.5366,26.6,83,40,1.03,HN,1728998054
522,auraiya,26.4667,79.5167,27.93,31,96,2.69,IN,1728997889
523,kingsville,27.5159,-97.8561,17.79,97,0,0.0,US,1728997851
524,copiapo,-27.3667,-70.3333,23.41,31,0,1.86,CL,1728998057
525,alagoinhas,-12.1356,-38.4192,30.9,47,79,2.09,BR,1728998036
526,yaren,-0.5472,166.916,28.32,77,84,5.76,NR,1728998060
527,monroeville,40.4212,-79.7881,6.17,92,100,0.45,US,1728997764
528,chetwayi,10.5333,76.05,25.58,84,100,2.67,IN,1728998062
529,lido di ostia,41.7321,12.2765,26.91,53,0,3.09,IT,1728998063
530,uvalde,29.3669,-99.767,18.56,36,0,0.0,US,1728998064
531,touros,-5.1989,-35.4608,28.93,54,18,6.39,BR,1728998065
532,coronel suarez,-37.4547,-61.9334,17.56,81,67,2.26,AR,1728998067
533,ulladulla,-35.35,150.4667,12.73,62,100,1.55,AU,1728998068
534,san andres,12.5847,-81.7006,29.01,74,20,4.12,CO,1728998069
535,maitum,6.0392,124.4986,26.1,86,99,2.29,PH,1728998070
536,guarapari,-20.6667,-40.4975,24.14,69,93,2.98,BR,1728998071
537,vernon,50.2581,-119.2691,10.74,84,100,0.51,CA,1728998072
538,voi,-3.3945,38.563,33.25,31,51,5.61,KE,1728998073
539,fort bragg,35.139,-79.006,11.75,71,0,2.24,US,1728998074
540,port saint john's,-31.6229,29.5448,17.98,55,63,4.21,ZA,1728998075
541,nova londrina,-22.7658,-52.985,27.41,52,100,6.26,BR,1728998076
542,banda aceh,5.5577,95.3222,27.32,71,100,0.43,ID,1728998078
543,prince albert,53.2001,-105.7677,3.97,75,20,2.06,CA,1728998079
544,palmer,42.1584,-72.3287,6.91,76,40,3.09,US,1728998080
545,baruun-urt,46.6806,113.2792,1.63,42,95,3.36,MN,1728998082
546,huarmey,-10.0681,-78.1522,17.84,86,45,2.47,PE,1728998083
547,cloquet,46.7216,-92.4594,0.38,96,100,4.12,US,1728998084
548,maryville,35.7565,-83.9705,7.3,93,100,0.0,US,1728997799
549,tahe,52.3333,124.7333,-2.17,45,26,1.34,CN,1728998086
550,tanout,14.9709,8.8879,36.53,13,30,4.58,NE,1728998087
551,fairfield,41.2668,-73.3162,7.31,79,0,3.6,US,1728997929
552,slave lake,55.2834,-114.769,8.99,57,100,5.66,CA,1728998090
553,bandon,51.7469,-8.7425,14.77,98,100,6.88,IE,1728998091
554,suva,-18.1416,178.4415,23.71,94,100,3.09,FJ,1728998092
555,melfort,52.8667,-104.6177,5.51,57,4,7.67,CA,1728997999
556,chibougamau,49.9168,-74.3659,0.79,93,100,4.63,CA,1728998094
557,taulaga,-11.0553,-171.0883,27.26,81,76,5.44,AS,1728998095
558,tambopata,-12.7333,-69.1833,28.94,70,0,3.09,PE,1728998096
559,lautoka,-17.6167,177.4667,22.92,94,75,2.06,FJ,1728998097
560,zinjibar,13.1287,45.3807,32.28,61,71,5.55,YE,1728998098
561,gornozavodsk,58.3758,58.3211,0.64,63,6,0.52,RU,1728998067
562,jinghong,21.991,100.7341,20.35,98,15,1.73,CN,1728998101
563,garissa,-0.4536,39.6401,35.4,31,99,6.8,KE,1728998102
564,abbeville,50.1,1.8333,17.49,75,100,6.6,FR,1728998103
565,ustka,54.5805,16.8619,11.46,69,100,4.13,PL,1728998105
566,port macquarie,-31.4333,152.9167,16.71,82,98,0.89,AU,1728998106
567,tromso,69.6496,18.957,3.01,93,75,1.54,NO,1728998107
568,happy valley-goose bay,53.3168,-60.3315,2.17,93,75,6.17,CA,1728998108
569,ghatanji,20.1333,78.3167,27.26,73,100,1.56,IN,1728998109
570,inongo,-1.95,18.2667,26.55,70,76,1.67,CD,1728998110
571,champerico,14.3,-91.9167,25.73,80,98,1.83,GT,1728998111
572,rabigh,22.7986,39.0349,34.18,41,0,8.69,SA,1728998112
573,kristinestad,62.2743,21.376,7.66,66,1,5.77,FI,1728998114
574,birobidzhan,48.8,132.95,1.55,46,18,4.63,RU,1728998115
575,suwayr,30.1171,40.3893,33.21,15,0,1.12,SA,1728998116
576,holualoa,19.6228,-155.9522,23.91,79,0,1.54,US,1728998117
577,port blair,11.6667,92.75,27.02,89,40,1.03,IN,1728998118
578,visby,57.6409,18.296,9.12,66,20,5.66,SE,1728998119
579,koudougou,12.25,-2.3667,33.81,40,10,4.17,BF,1728998120
580,tenenkou,14.4572,-4.9169,35.18,35,20,2.93,ML,1728998121
581,lichtenburg,-26.152,26.1597,27.61,26,94,7.94,ZA,1728998122
582,jan kempdorp,-27.9225,24.8305,33.73,14,100,5.29,ZA,1728998123
583,pangai,-19.8,-174.35,24.92,81,100,6.5,TO,1728998125
584,shitanjing,39.2342,106.3439,14.79,63,95,3.74,CN,1728998126
585,birao,10.2849,22.7882,30.76,55,100,4.26,CF,1728998127
586,estacion santa engracia,24.0159,-99.2015,17.96,68,0,0.3,MX,1728998128
587,saurimo,-9.6608,20.3916,28.56,44,92,2.54,AO,1728998129
588,port alberni,49.2413,-124.8028,8.77,90,100,0.74,CA,1728997979
589,kukawa,12.9234,13.5606,35.14,26,99,5.22,NG,1728998131
